tokens;labels
['Carmona', 'pacta', 'para', 'no', 'ser', 'imputado', 'en', 'vísperas', 'del', '24', '-', 'M', 'http', ':', '/', '/', 't', '.', 'co', '/', 'RumajxnT4M', '@PSOE'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', '#TrabajarHacerCrecer', 'es', 'THC', '(', 'http', ':', '/', '/', 't', '.', 'co', '/', 'OLMd7cHyQc', ')', '¿', 'Eso', 'no', 'es', 'lo', 'quiere', 'legalizar', '@CiudadanosCs', '?', 'Os', 'crecen', 'los', 'enanos', '.', '.', '.'];['B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido']
['@Albert_Rivera', 'te', 'has', 'columpiado', 'en', 'elección', 'cargos', 'parlament', 'illes', 'Baleares'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Naranjas', 'y', 'menos', 'debere', 's', ',', 'la', 'propuesta', 'de', '@ahorapodemos', 'en', 'Valencia', '.', 'Analizamos', 'la', 'medida', 'http', ':', '/', '/', 't', '.', 'co', '/', 'mBg2muEx1V'];['B-Economia', 'O', 'B-Educacion', 'I-Educacion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@juan_mesia', '@marianorajoy', 'jaja', ',', 'cuenta', 'la', 'leyenda', 'que', 'Rajoy', 'solo', 'lee', 'prensa', 'deportiva'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O']
['@cecimerello', '@HidalgoDepucela', '@Albert_Rivera', 'Los', 'políticos', 'buenos', 'son', 'los', 'que', 'solucionan', 'problemas', ',', 'es', 'lo', 'k', 'quiere', 'la', 'gente', '.'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Pujalte', 'es', 'otro', 'sinvergüenza', 'más', 'del', '@PPopular', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@CastellSer93', '@Albert_Rivera', 'Pablo', 'Iglesias', 'el', 'libro', ',', 'Monedero', 'el', 'libro', ',', 'Rivera', 'el', 'libro', ',', 'Cospedal', 'el', 'libro', '.', '.', '.', 'Anda', 'qué', '.', '.', '.', 'Menuda', 'panda', '.'];['B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O']
['@Albert_Rivera', '@CiudadanosCs', 'no', 'me', 'digas', '!', '!', '!', 'Entre', 'tu', 'y', '@epunset', 'ya', 'llevo', 'el', 'dia', 'del', 'revessss', ',', 'que', 'envidia', 'los', 'barceloneses', 'me', 'dan', '.', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@desdelamoncloa', '@PPopular', 'Los', 'casos', 'd', 'corrupción', 'crecen', 'a', '1', 'ritmo', 'd', '4', 'casos', '/', 'semana', ',', 'con', '1', 'media', 'de', '600Mill', '\x80', 'robados', 'http', ':', '/', '/', 't', '.', 'co', '/', 'VYom1NKmvB'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@agarzon', 'Me', 'has', 'decepcionado'];['B-Propio_partido', 'O', 'O', 'O']
['@ahorapodemos', '@ierrejon', 'Pues', 'se', 'puede', 'meter', 'el', 'apoyo', 'por', 'su', 'puto', 'culo', ',', 'el', 'traidor', 'este', 'de', 'mierda', '.'];['B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido']
['@voz_populi', '@PPopular', '29200', 'primos', ',', 'amantes', ',', 'sobrinos', ',', 'hijos', 'de', 'los', 'q', 'gobiernan', 'les', 'han', 'encontrado', 'trabajo'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido']
['La', 'comunicación', 'del', '@PPopular', 'se', 'estudiará', 'en', 'las', 'universidades', 'como', 'ejemplo', 'de', 'lo', 'peor', 'no', ',', 'lo', 'siguiente', '!', '!', '!', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'vete', 'a', 'tu', 'casa', 'de', 'una', 'puta', 'vez', '!'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Albert_Rivera', 'Por', 'favor', ',', 'insistir', 'mucho', 'en', 'que', 'el', 'pago', 'TOTAL', 'y', 'GLOBAL', 'de', 'iva', 'por', 'persona', 'será', 'menor', ',', 'de', 'lo', 'contrario', 'no', 'se', 'entiende', '.', 'ANIMO', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@Pablo_Iglesias_', '@CorruptionTimes', 'el', 'cinismo', 'es', 'tal', ',', 'q', 'son', 'capaces', 'de', 'decir', '""', 'con', 'nosotros', 'la', 'economía', 'va', 'tan', 'bien', 'que', 'robamos', 'sin', 'q', 'se', 'note', '""']";['B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Si', 'situamos', 'a', 'España', 'dentro', 'dl', 'continente', 'africano', 'estaría', 'considerado', 'un', 'Estado', 'Fallido', '.', '@PPopular', '/', '@PSOE', 'responsables', 'por', 'acción', 'y', 'omisión'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O']
['@UPyD_Madrid', '@ramonmarcos', '@UPyD', 'VIVA', 'UPYD', 'Y', 'VIVA', 'LA', 'LIBERTAD', 'Y', 'LA', 'LIMPIEZ', 'A', ',', 'ES', 'MUY', 'RESFRESCANTE', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
['@CiudadanosCs', 'ummmm', 'sólo', '157', 'seguidores', 'y', 'te', 'van', 'a', 'votar', 'igualk', 'que', 'a', 'podemos', '?', ',', 'no', 'me', 'salen', 'las', 'cuentas', 'jajajaj', 'ni', 'creo', 'que', 'a', 'vos', 'tampoco'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Necesitamos', 'difusión', 'de', 'este', 'escándalo', 'de', 'sobras', 'sabido', 'por', 'aquí', '.', '.', '.', '@_anapastor_', '@jordievole', '@agarzon', '@GLlamazares', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Ov1PDwBZWZ'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'lo', 'que', 'de', 'verdad', 'hace', 'falta', 'es', 'vosotros', 'trabajéis', 'más', 'y', 'robéis', 'menos', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@lematelot49', '@ahorapodemos', 'llevo', 'toda', 'mi', 'vida', 'acompañado', 'de', 'esa', 'palabra', '""', 'crisis', '""', 'para', 'que', 'me', 'vengan', 'con', 'milongas', 'la', 'OCDE']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@raskaypika2003', '@cmgorriaran', '@UPyD', '@Gorka_Ma', '¿', 'CANDIDATO', 'A', 'LEHENDAKARI', '?', 'Pero', 'cojones', ':', 'Si', 'tengo', 'yo', 'más', 'posbilidad', 'de', 'llegar', 'a', 'la', 'Luna', 'a', 'pedos', '.'];['O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'Estamos', 'muy', 'satisfechos'];['B-Propio_partido', 'O', 'O', 'O']
['@Pablo_Iglesias_', 'Te', 'invito', 'a', 'coger', 'el', 'dinero', 'que', 'recibís', 'de', 'Venezuela', ',', 'de', 'las', 'becas', 'universitarias', 'que', 'habeis', 'recibido', ',', 'sueldos', ',', 'y', 'donarlo'];['B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'en', 'Noviembre', 'tu', 'pierdes', 'uno', 'de', 'tus', 'trabajos', 'Marianico', '.', 'Pero', 'bueno', ',', 'seguirás', 'coBrando', 'Bien', 'no', '?', '?'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'Medio', 'millón', 'de', 'empleos', ',', 'si', 'de', 'gestores', 'en', 'suiza', '.'];['O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@DebatAlRojoVivo', '@_anapastor_', '@cayo_lara', '@sanchezcastejon', '@marianorajoy', '@La_SER', 'TENEMOS', 'LA', 'BOTA', 'SOBRE', 'NUESTRA', 'CABEZA', '¿', 'ESPERAMOS', 'Q', 'APRIETEN', '?'];['B-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'I-Economia']
['@ciudadanoscs', '@albert_rivera', 'Ciudadanos', 'es', 'la', 'oposición', 'sensata', 'a', '@ahorapodemos', '?', 'El', 'Sistema', 'sigue', ',', 'la', 'derecha', 'contra', 'la', 'izquierda', '.', 'Teatro', 'puro'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', 'Congreso', 'condena', 'los', 'crímenes', 'de', 'ETA', 'y', 'apoya', 'que', 'se', 'investigue', 'sobre', 'si', 'hubo', 'genocidio', ',', 'gracias', 'a', '@UPyD', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ffRuOjoP2m', '#LIBRES'];['O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@la_tuerka', '@Pablo_Iglesias_', 'dice', 'conocer', 'la', 'realidad', 'social', 'de', 'los', 'más', 'necesitados', 'pero', 'calla', 'ante', 'asesinato', 'de', 'miles', 'de', 'cristianos', 'por', 'ISIS'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O']
['@iunida', '@GLlamazares', 'Denuncia', 'ante', 'la', 'JEC', 'las', 'trabas', 'a', 'los', 'emigrantes', 'para', 'votar', 'el', '24M', 'http', ':', '/', '/', 't', '.', 'co', '/', 'TKhhz3eM2P'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@ahorapodemos', '@JoseManuel_Lop', '@DebatAlRojoVivo', 'Espero', 'que', 'se', 'hable', 'sobre', 'Venezuela', 'porque', 'va', 'a', 'ser', 'vuestro', 'grano', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PsoeBenalmadena', '@PSOE', '@psoeandalucia', '=', '#corrupcion', '#clientelismo', '#EREs', '#formacion', '#cancerdeandalucia', 'Mayor', 'tasa', 'de', 'paro', 'd', 'Europa'];['B-Propio_partido', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@PSOEeconomia', '@PSOE', '¿', 'Os', 'acordaís', 'de', 'esta', 'frase', 'de', 'Celestino', 'Corbacho', '?', '""', 'de', 'ninguna', 'manera', '""', 'se', 'llegaría', 'a', 'los', '4', 'millones', 'de', 'desempleados', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'I-Economia']
['Ante', 'la', 'corrupción', ':', 'transparencia', ',', 'echar', 'a', 'la', 'derecha', 'corrupta', 'e', 'iniciar', 'un', 'proceso', 'constituyente', 'https', ':', '/', '/', 't', '.', 'co', '/', '0LEmeUxKqK', '@EUiA_cat', '@iunida'];['O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@emilio2114', '@CocaColaFuenla', '@ggilmir', '@agarzon', '.', 'Espectacular', ',', 'campeones', '.', 'Fuerza'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O']
['@charneguet', '@PeonesNegros', 'Preguntémoslo', 'a', '@CiudadanosCs', '@Albert_Rivera', 'a', 'los', 'Pablemos', 'me', 'da', 'igual', ',', 'no', 'me', 'interesan', 'nada', '.'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['No', 'más', 'muertes', 'en', 'el', '#Mediterráneo', '@JunckerEU', '@marianorajoy', '#nomásmuertes', 'https', ':', '/', '/', 't', '.', 'co', '/', 'cRELCTlKv4', 'vía', '@change_es'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', '@PPopular', 'Vemos', 'la', 'posibilidad', 'de', 'robar', 'unos', '600', 'Millones', '/', 'semana', ',', 'no', 'es', 'un', 'sueño', ',', 'es', 'una', 'realidad', '.', '#Corrupcion', '#precariedad'];['B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['La', 'única', 'diferencia', 'entre', '@CiudadanosCs', 'y', '@PPopular', 'es', 'que', 'los', 'primeros', 'no', 'rezan', 'el', 'Padrenuestro', 'antes', 'de', 'darte', 'por', 'el', 'culo', '.'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Felipe', 'González', 'dispone', 'de', 'abundante', 'información', 'para', 'arremeter', 'contra', '@Pablo_Iglesias', '_', 'http', ':', '/', '/', 't', '.', 'co', '/', 'CL0gWdYnbv'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PSOE', 'más', 'vale', 'que', 'se', 'preocuparan', 'de', 'quien', 'va', 'en', 'sus', 'listas', 'municipales', 'que', 'es', 'vergonzoso', 'lo', 'que', 'está', 'pasando', 'en', 'algunos', 'pueblos', 'asco', 'da'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@CiudadanosCs', '@Albert_Rivera', '@HoyPorHoy', 'dependen', 'de', 'paguitas', ',', 'quito', 'de', 'aquí', 'y', 'pongo', 'allí', ',', 'que', 'esto', 'ya', 'nos', 'suena', 'en', 'Andalucía', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido']
['A', 'los', 'que', 'siguen', 'insistiendo', 'en', 'que', 'ataco', 'a', '@agarzon', 'repetirles', 'que', 'posicionarse', 'políticamente', 'no', 'es', 'atacar', 'a', 'nadie', 'en', 'lo', 'personal'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Buscamos', 'personas', 'que', 'no', 'quieran', 'seguir', 'pagando', 'esto', '.', 'en', '@upyd', 'somos', '#', 'LIBRES', 'http', ':', '/', '/', 't', '.', 'co', '/', 'lFWvvFGofU'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Manuel', 'de', 'la', 'Rocha', ',', 'secretario', 'de', 'Economía', 'del', '@PSOE', ',', 'firma', 'la', 'ILP', '#NOALCOPAGOCONFISCATORIO', 'http', ':', '/', '/', 't', '.', 'co', '/', 'rollZnyarx'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sanidad', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#TrabajarHacerCrecer', '@imbrodamelilla', '551', 'medidas', 'tomará', 'el', '@PPopular', 'para', 'mejorar', 'el', 'bienestar', 'de', 'los', 'melillenses', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Uw2XXfKlxZ'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['.', '@Albert_Rivera', 'La', '""', 'Economía', 'del', 'conocimiento', '""', ':', 'Educación', ',', 'Tecnología', 'y', 'Ciencia', ',', 'es', 'el', 'futuro', 'http', ':', '/', '/', 't', '.', 'co', '/', 'FtAp1vITbd']";['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'PINOCHO', ',', 'QUE', 'POCO', 'TE', 'QUEDA', '!', '!', '!', '!', '!'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@mdcospedal', '@PPopular', 'Pero', 'sabe', 'donde', 'esta', 'el', 'Toboso', '?', 'Entre', 'saqueo', 'y', 'saqueo', 'lo', 'mismo', 'se', 'equivoca', '.', '.', '.', '.', 'la', 'geografia', 'tampoco', 'es', 'su', 'fuerte', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['En', 'antiguo', 'Banco', 'España', '#Ourense', '@sanchezcastejon', 'y', '@jrgomezbesteiro', 'acompañando', 'a', '@Javbarquero', 'y', 'su', 'candidatura', 'http', ':', '/', '/', 't', '.', 'co', '/', 'h8Ner0PNly'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@agarzon', 'y', 'a', 'Barcelona', 'vienes', 'próximamente', '?', '?'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O']
['@mgomezfatima', '@m_degracia', '@iunida', '@GLlamazares', 'No', 'hay', 'el', 'por', 'que', 'darlas', '.'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Mal', 'vamos', 'Albertito', '.', '.', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'n2gAu1NOfn'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Vas', 'a', 'tener', 'una', 'opción', ':', 'un', 'partido', 'LIBRE', '.', 'De', 'personas', 'como', 'tu', '.', '#CandidatosUpyDalicante', '@UPyD', 'http', ':', '/', '/', 't', '.', 'co', '/', 'VBcEwF82CB'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['?', '?', '@rosadiezupyd', 'un', 'compañero', '/', 'a', 'de', 'gym', 'te', 'ha', 'mandado', ':', 'Si', 'fueras', 'helado', 'te', 'comería', 'hasta', 'el', 'palo', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O']
['@rosadiezupyd', 'Genocidio', ',', 'inutil', '?', 'Deberían', 'darte', 'con', 'el', 'diccionario', 'en', 'la', 'cabeza', 'hasta', 'que', 'aprendas', 'a', 'diferenciar', 'conceptos', '.'];['O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'Fijo', 'que', 'la', 'oficina', 'es', 'de', 'atrezo', 'y', 'en', 'el', 'ordenador', 'solo', 'tienes', 'el', 'buscaminas', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Gracias', '@PPopular', '@PSOE', 'nos', 'habeis', 'llevado', 'a', 'lo', '+', 'alto', 'n', 'niveles', 'd', 'corrupcion', '.', '#cambio', '@CiudadanosCs', '@Albert_Rivera', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Zr9MfmcQ8q'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', 'Que', 'sinverguenzas', 'sois', ',', 'no', 'habláis', 'de', 'los', 'que', 'hemos', 'sido', 'despedidos', 'con', 'vuestra', 'RL', 'teniendo', 'un', 'empleo', 'de', 'calidad', '.', '.', '.', 'sois', 'basura', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['¿', 'Que', 'es', '#', 'Ciudadanos', '?', 'Conoce', 'nuestro', 'proyecto', 'de', 'la', 'mano', 'de', '@Albert_Rivera', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Vvb11yLFm7', '#Benalmadena'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', '@AmparoRubiales', 'Pues', 'con', 'eso', 'empeora', 'la', 'reputación', 'de', 'honestidad', 'y', 'además', 'pierde', 'votos', 'Buenísimo', 'para', 'que', 'salga', 'de', 'presi'];['B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', '@TAMARA_SUJU', ':', 'ABC', ':', 'Los', '10', 'insultos', 'más', 'sonados', 'de', 'Maduro', 'contra', 'las', 'autoridades', 'Españolas', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'sbjdR8cTQR', '""', '@marianorajoy']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos']
