text_tokens;tags
['@elperiodico', 'ya', 'se', 'le', 'acabó', 'el', 'encanto', '@PPopular', 'mas', 'vale', 'que', 'lea', 'y', 'se', 'forme', 'aprovechando', 'que', 'hoy', 'es', '*FelizDiaDelLibro'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Albert', 'Rivera', ',', 'entrenándose', 'en', 'el', 'ejercicio', 'de', 'la', 'ubicuidad', '.', 'Lo', 'va', 'a', 'necesitar', '.', '.', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'lSdg11g88U'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@pp', '@psoe', '@iu', '@antena1com', '@ritabarbera', '@marianorajoy', '@ximopuig', '@ocrsagunto', '111', 'despedidos', 'en', 'enero', 'por', 'BOSAL', 'https', ':', '/', '/', 't', '.', 'co', '/', 'zRtDhptYkZ'];[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@ahorapodemos', 'En', 'cambio', 'vuestra', 'ética', 'pasa', 'por', 'estar', 'al', 'lado', 'de', 'una', 'panda', 'de', 'monos', ',', 'que', 'roban', 'y', 'ejecutan', 'http', ':', '/', '/', 't', '.', 'co', '/', 'sY8vAMyrUq'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@CiudadanosCs', '¿', 'no', 'sois', 'un', 'partido', 'pro', '-', 'unidad', 'de', 'España', '?', '¿', 'no', 'lucháis', 'contra', 'los', 'separatismo', '?', 'En', 'Valencia', ',', 'así', 'vais', 'mal', '*nosomoscatalanes'];[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['EL', '@PSOE', 'es', 'el', 'partido', 'más', 'transparente', '.', 'Compruébalo', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'SXy6QYnQ1R', '.', 'No', 'te', 'van', 'a', 'quedar', 'dudas', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'hD10NpRiH1'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@UPyD_AytoMadrid', '@davidortegaUPyD', '@UPyD', 'Queremos', 'propuestas', 'concretas', 'y', 'menos', 'palabrería', '!'];[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
['Carmona', 'pacta', 'para', 'no', 'ser', 'imputado', 'en', 'vísperas', 'del', '11', '-', 'M', 'http', ':', '/', '/', 't', '.', 'co', '/', 'RumajxnT1M', '@PSOE'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PPopular', '*TrabajarHacerCrecer', 'es', 'THC', '(', 'http', ':', '/', '/', 't', '.', 'co', '/', 'OLMd7cHyQc', ')', '¿', 'Eso', 'no', 'es', 'lo', 'quiere', 'legalizar', '@CiudadanosCs', '?', 'Os', 'crecen', 'los', 'enanos', '.', '.', '.'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
['@Albert_Rivera', 'te', 'has', 'columpiado', 'en', 'elección', 'cargos', 'parlament', 'illes', 'Baleares'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Naranjas', 'y', 'menos', 'debere', 's', ',', 'la', 'propuesta', 'de', '@ahorapodemos', 'en', 'Valencia', '.', 'Analizamos', 'la', 'medida', 'http', ':', '/', '/', 't', '.', 'co', '/', 'mBg1muEx1V'];[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@juan_mesia', '@marianorajoy', 'jaja', ',', 'cuenta', 'la', 'leyenda', 'que', 'Rajoy', 'solo', 'lee', 'prensa', 'deportiva'];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['@cecimerello', '@HidalgoDepucela', '@Albert_Rivera', 'Los', 'políticos', 'buenos', 'son', 'los', 'que', 'solucionan', 'problemas', ',', 'es', 'lo', 'k', 'quiere', 'la', 'gente', '.'];[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Pujalte', 'es', 'otro', 'sinvergüenza', 'más', 'del', '@PPopular', '.'];[1, 0, 0, 0, 0, 0, 0, 0]
['@CastellSer91', '@Albert_Rivera', 'Pablo', 'Iglesias', 'el', 'libro', ',', 'Monedero', 'el', 'libro', ',', 'Rivera', 'el', 'libro', ',', 'Cospedal', 'el', 'libro', '.', '.', '.', 'Anda', 'qué', '.', '.', '.', 'Menuda', 'panda', '.'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
['@Albert_Rivera', '@CiudadanosCs', 'no', 'me', 'digas', '!', '!', '!', 'Entre', 'tu', 'y', '@epunset', 'ya', 'llevo', 'el', 'dia', 'del', 'revessss', ',', 'que', 'envidia', 'los', 'barceloneses', 'me', 'dan', '.', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@desdelamoncloa', '@PPopular', 'Los', 'casos', 'd', 'corrupción', 'crecen', 'a', '1', 'ritmo', 'd', '1', 'casos', '/', 'semana', ',', 'con', '1', 'media', 'de', '600Mill', '\x80', 'robados', 'http', ':', '/', '/', 't', '.', 'co', '/', 'VYom1NKmvB'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@agarzon', 'Me', 'has', 'decepcionado'];[1, 0, 0, 0]
['@ahorapodemos', '@ierrejon', 'Pues', 'se', 'puede', 'meter', 'el', 'apoyo', 'por', 'su', 'puto', 'culo', ',', 'el', 'traidor', 'este', 'de', 'mierda', '.'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
['@voz_populi', '@PPopular', '19100', 'primos', ',', 'amantes', ',', 'sobrinos', ',', 'hijos', 'de', 'los', 'q', 'gobiernan', 'les', 'han', 'encontrado', 'trabajo'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
['La', 'comunicación', 'del', '@PPopular', 'se', 'estudiará', 'en', 'las', 'universidades', 'como', 'ejemplo', 'de', 'lo', 'peor', 'no', ',', 'lo', 'siguiente', '!', '!', '!', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'vete', 'a', 'tu', 'casa', 'de', 'una', 'puta', 'vez', '!'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Albert_Rivera', 'Por', 'favor', ',', 'insistir', 'mucho', 'en', 'que', 'el', 'pago', 'TOTAL', 'y', 'GLOBAL', 'de', 'iva', 'por', 'persona', 'será', 'menor', ',', 'de', 'lo', 'contrario', 'no', 'se', 'entiende', '.', 'ANIMO', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Pablo_Iglesias_', '@CorruptionTimes', 'el', 'cinismo', 'es', 'tal', ',', 'q', 'son', 'capaces', 'de', 'decir', '', 'con', 'nosotros', 'la', 'economía', 'va', 'tan', 'bien', 'que', 'robamos', 'sin', 'q', 'se', 'note', ''];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Si', 'situamos', 'a', 'España', 'dentro', 'dl', 'continente', 'africano', 'estaría', 'considerado', 'un', 'Estado', 'Fallido', '.', '@PPopular', '/', '@PSOE', 'responsables', 'por', 'acción', 'y', 'omisión'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]
['@UPyD_Madrid', '@ramonmarcos', '@UPyD', 'VIVA', 'UPYD', 'Y', 'VIVA', 'LA', 'LIBERTAD', 'Y', 'LA', 'LIMPIEZ', 'A', ',', 'ES', 'MUY', 'RESFRESCANTE', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
['@CiudadanosCs', 'ummmm', 'sólo', '117', 'seguidores', 'y', 'te', 'van', 'a', 'votar', 'igualk', 'que', 'a', 'podemos', '?', ',', 'no', 'me', 'salen', 'las', 'cuentas', 'jajajaj', 'ni', 'creo', 'que', 'a', 'vos', 'tampoco'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Necesitamos', 'difusión', 'de', 'este', 'escándalo', 'de', 'sobras', 'sabido', 'por', 'aquí', '.', '.', '.', '@_anapastor_', '@jordievole', '@agarzon', '@GLlamazares', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Ov1PDwBZWZ'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'lo', 'que', 'de', 'verdad', 'hace', 'falta', 'es', 'vosotros', 'trabajéis', 'más', 'y', 'robéis', 'menos', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@lematelot19', '@ahorapodemos', 'llevo', 'toda', 'mi', 'vida', 'acompañado', 'de', 'esa', 'palabra', '', 'crisis', '', 'para', 'que', 'me', 'vengan', 'con', 'milongas', 'la', 'OCDE'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@raskaypika1001', '@cmgorriaran', '@UPyD', '@Gorka_Ma', '¿', 'CANDIDATO', 'A', 'LEHENDAKARI', '?', 'Pero', 'cojones', ':', 'Si', 'tengo', 'yo', 'más', 'posbilidad', 'de', 'llegar', 'a', 'la', 'Luna', 'a', 'pedos', '.'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'Estamos', 'muy', 'satisfechos'];[1, 0, 0, 0]
['@Pablo_Iglesias_', 'Te', 'invito', 'a', 'coger', 'el', 'dinero', 'que', 'recibís', 'de', 'Venezuela', ',', 'de', 'las', 'becas', 'universitarias', 'que', 'habeis', 'recibido', ',', 'sueldos', ',', 'y', 'donarlo'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'en', 'Noviembre', 'tu', 'pierdes', 'uno', 'de', 'tus', 'trabajos', 'Marianico', '.', 'Pero', 'bueno', ',', 'seguirás', 'coBrando', 'Bien', 'no', '?', '?'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'Medio', 'millón', 'de', 'empleos', ',', 'si', 'de', 'gestores', 'en', 'suiza', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
['@DebatAlRojoVivo', '@_anapastor_', '@cayo_lara', '@sanchezcastejon', '@marianorajoy', '@La_SER', 'TENEMOS', 'LA', 'BOTA', 'SOBRE', 'NUESTRA', 'CABEZA', '¿', 'ESPERAMOS', 'Q', 'APRIETEN', '?'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
['@ciudadanoscs', '@albert_rivera', 'Ciudadanos', 'es', 'la', 'oposición', 'sensata', 'a', '@ahorapodemos', '?', 'El', 'Sistema', 'sigue', ',', 'la', 'derecha', 'contra', 'la', 'izquierda', '.', 'Teatro', 'puro'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['El', 'Congreso', 'condena', 'los', 'crímenes', 'de', 'ETA', 'y', 'apoya', 'que', 'se', 'investigue', 'sobre', 'si', 'hubo', 'genocidio', ',', 'gracias', 'a', '@UPyD', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ffRuOjoP1m', '*LIBRES'];[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@la_tuerka', '@Pablo_Iglesias_', 'dice', 'conocer', 'la', 'realidad', 'social', 'de', 'los', 'más', 'necesitados', 'pero', 'calla', 'ante', 'asesinato', 'de', 'miles', 'de', 'cristianos', 'por', 'ISIS'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]
['@iunida', '@GLlamazares', 'Denuncia', 'ante', 'la', 'JEC', 'las', 'trabas', 'a', 'los', 'emigrantes', 'para', 'votar', 'el', '11M', 'http', ':', '/', '/', 't', '.', 'co', '/', 'TKhhz1eM1P'];[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@ahorapodemos', '@JoseManuel_Lop', '@DebatAlRojoVivo', 'Espero', 'que', 'se', 'hable', 'sobre', 'Venezuela', 'porque', 'va', 'a', 'ser', 'vuestro', 'grano', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PsoeBenalmadena', '@PSOE', '@psoeandalucia', '=', '*corrupcion', '*clientelismo', '*EREs', '*formacion', '*cancerdeandalucia', 'Mayor', 'tasa', 'de', 'paro', 'd', 'Europa'];[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PSOEeconomia', '@PSOE', '¿', 'Os', 'acordaís', 'de', 'esta', 'frase', 'de', 'Celestino', 'Corbacho', '?', '', 'de', 'ninguna', 'manera', '', 'se', 'llegaría', 'a', 'los', '1', 'millones', 'de', 'desempleados', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
['Ante', 'la', 'corrupción', ':', 'transparencia', ',', 'echar', 'a', 'la', 'derecha', 'corrupta', 'e', 'iniciar', 'un', 'proceso', 'constituyente', 'https', ':', '/', '/', 't', '.', 'co', '/', '0LEmeUxKqK', '@EUiA_cat', '@iunida'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@emilio1111', '@CocaColaFuenla', '@ggilmir', '@agarzon', '.', 'Espectacular', ',', 'campeones', '.', 'Fuerza'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['@charneguet', '@PeonesNegros', 'Preguntémoslo', 'a', '@CiudadanosCs', '@Albert_Rivera', 'a', 'los', 'Pablemos', 'me', 'da', 'igual', ',', 'no', 'me', 'interesan', 'nada', '.'];[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['No', 'más', 'muertes', 'en', 'el', '*Mediterráneo', '@JunckerEU', '@marianorajoy', '*nomásmuertes', 'https', ':', '/', '/', 't', '.', 'co', '/', 'cRELCTlKv1', 'vía', '@change_es'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', '@PPopular', 'Vemos', 'la', 'posibilidad', 'de', 'robar', 'unos', '600', 'Millones', '/', 'semana', ',', 'no', 'es', 'un', 'sueño', ',', 'es', 'una', 'realidad', '.', '*Corrupcion', '*precariedad'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['La', 'única', 'diferencia', 'entre', '@CiudadanosCs', 'y', '@PPopular', 'es', 'que', 'los', 'primeros', 'no', 'rezan', 'el', 'Padrenuestro', 'antes', 'de', 'darte', 'por', 'el', 'culo', '.'];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Felipe', 'González', 'dispone', 'de', 'abundante', 'información', 'para', 'arremeter', 'contra', '@Pablo_Iglesias', '_', 'http', ':', '/', '/', 't', '.', 'co', '/', 'CL0gWdYnbv'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PSOE', 'más', 'vale', 'que', 'se', 'preocuparan', 'de', 'quien', 'va', 'en', 'sus', 'listas', 'municipales', 'que', 'es', 'vergonzoso', 'lo', 'que', 'está', 'pasando', 'en', 'algunos', 'pueblos', 'asco', 'da'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@CiudadanosCs', '@Albert_Rivera', '@HoyPorHoy', 'dependen', 'de', 'paguitas', ',', 'quito', 'de', 'aquí', 'y', 'pongo', 'allí', ',', 'que', 'esto', 'ya', 'nos', 'suena', 'en', 'Andalucía', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
['A', 'los', 'que', 'siguen', 'insistiendo', 'en', 'que', 'ataco', 'a', '@agarzon', 'repetirles', 'que', 'posicionarse', 'políticamente', 'no', 'es', 'atacar', 'a', 'nadie', 'en', 'lo', 'personal'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
['Buscamos', 'personas', 'que', 'no', 'quieran', 'seguir', 'pagando', 'esto', '.', 'en', '@upyd', 'somos', '*', 'LIBRES', 'http', ':', '/', '/', 't', '.', 'co', '/', 'lFWvvFGofU'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Manuel', 'de', 'la', 'Rocha', ',', 'secretario', 'de', 'Economía', 'del', '@PSOE', ',', 'firma', 'la', 'ILP', '*NOALCOPAGOCONFISCATORIO', 'http', ':', '/', '/', 't', '.', 'co', '/', 'rollZnyarx'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['*TrabajarHacerCrecer', '@imbrodamelilla', '111', 'medidas', 'tomará', 'el', '@PPopular', 'para', 'mejorar', 'el', 'bienestar', 'de', 'los', 'melillenses', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Uw1XXfKlxZ'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['.', '@Albert_Rivera', 'La', '', 'Economía', 'del', 'conocimiento', '', ':', 'Educación', ',', 'Tecnología', 'y', 'Ciencia', ',', 'es', 'el', 'futuro', 'http', ':', '/', '/', 't', '.', 'co', '/', 'FtAp1vITbd'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'PINOCHO', ',', 'QUE', 'POCO', 'TE', 'QUEDA', '!', '!', '!', '!', '!'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@mdcospedal', '@PPopular', 'Pero', 'sabe', 'donde', 'esta', 'el', 'Toboso', '?', 'Entre', 'saqueo', 'y', 'saqueo', 'lo', 'mismo', 'se', 'equivoca', '.', '.', '.', '.', 'la', 'geografia', 'tampoco', 'es', 'su', 'fuerte', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['En', 'antiguo', 'Banco', 'España', '*Ourense', '@sanchezcastejon', 'y', '@jrgomezbesteiro', 'acompañando', 'a', '@Javbarquero', 'y', 'su', 'candidatura', 'http', ':', '/', '/', 't', '.', 'co', '/', 'h8Ner0PNly'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@agarzon', 'y', 'a', 'Barcelona', 'vienes', 'próximamente', '?', '?'];[0, 0, 0, 0, 1, 0, 0, 0]
['@mgomezfatima', '@m_degracia', '@iunida', '@GLlamazares', 'No', 'hay', 'el', 'por', 'que', 'darlas', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
['Mal', 'vamos', 'Albertito', '.', '.', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'n1gAu1NOfn'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Vas', 'a', 'tener', 'una', 'opción', ':', 'un', 'partido', 'LIBRE', '.', 'De', 'personas', 'como', 'tu', '.', '*CandidatosUpyDalicante', '@UPyD', 'http', ':', '/', '/', 't', '.', 'co', '/', 'VBcEwF81CB'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['?', '?', '@rosadiezupyd', 'un', 'compañero', '/', 'a', 'de', 'gym', 'te', 'ha', 'mandado', ':', 'Si', 'fueras', 'helado', 'te', 'comería', 'hasta', 'el', 'palo', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['@rosadiezupyd', 'Genocidio', ',', 'inutil', '?', 'Deberían', 'darte', 'con', 'el', 'diccionario', 'en', 'la', 'cabeza', 'hasta', 'que', 'aprendas', 'a', 'diferenciar', 'conceptos', '.'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', 'Fijo', 'que', 'la', 'oficina', 'es', 'de', 'atrezo', 'y', 'en', 'el', 'ordenador', 'solo', 'tienes', 'el', 'buscaminas', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Gracias', '@PPopular', '@PSOE', 'nos', 'habeis', 'llevado', 'a', 'lo', '+', 'alto', 'n', 'niveles', 'd', 'corrupcion', '.', '*cambio', '@CiudadanosCs', '@Albert_Rivera', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Zr9MfmcQ8q'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PPopular', 'Que', 'sinverguenzas', 'sois', ',', 'no', 'habláis', 'de', 'los', 'que', 'hemos', 'sido', 'despedidos', 'con', 'vuestra', 'RL', 'teniendo', 'un', 'empleo', 'de', 'calidad', '.', '.', '.', 'sois', 'basura', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['¿', 'Que', 'es', '*', 'Ciudadanos', '?', 'Conoce', 'nuestro', 'proyecto', 'de', 'la', 'mano', 'de', '@Albert_Rivera', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Vvb11yLFm7', '*Benalmadena'];[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@sanchezcastejon', '@AmparoRubiales', 'Pues', 'con', 'eso', 'empeora', 'la', 'reputación', 'de', 'honestidad', 'y', 'además', 'pierde', 'votos', 'Buenísimo', 'para', 'que', 'salga', 'de', 'presi'];[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
['', '@TAMARA_SUJU', ':', 'ABC', ':', 'Los', '10', 'insultos', 'más', 'sonados', 'de', 'Maduro', 'contra', 'las', 'autoridades', 'Españolas', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'sbjdR8cTQR', '', '@marianorajoy'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['.', '@lgm_com', 'útil', 'y', 'necesario', ',', 'sin', '@IUCM', 'no', 'habrá', 'cambio', 'en', 'comunidad', 'no', 'ayuntamiento', ',', 'le', 'pese', 'a', 'quien', 'le', 'pese', '.', '@iunida'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['', 'La', 'política', ',', 'debe', 'gestionar', 'la', 'economía', 'y', 'no', 'al', 'revés', '', 'http', ':', '/', '/', 't', '.', 'co', '/', 'N6RTZ1McnL', '@fec_fundacion', '@iunida'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@rosadiezupyd', 'no', 'vamos', 'a', 'decir', 'nada', 'del', 'franquismo', 'no', 'vaya', 'ser', 'q', 'salgan', 'trapos', 'sucios', ',', 'eh', 'Ros', 'a', '?'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
['@lgm_com', '@iunida', 'Pues', 'Goytisolo', 'está', 'con', 'Podemos', '.', 'Oígase', 'final', 'discursazo', 'del', 'Cervantes', ', '11', '.', 'Wert', 'responde', 'patéticamente', ':', 'Almería', 'pujante', 'hoy'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
['Cuando', 'digo', 'que', '@CiudadanosCs', 'al', 'menos', 'nos', 'trata', 'como', 'a', 'adultos', 'en', 'sus', 'propuesta', 's', ',', 'me', 'refiero', 'precisamente', 'a', 'esto', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ooecu1emxq'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['«', 'Nuestro', 'trabajo', 'es', 'nuestro', 'aval', ',', 'somos', 'honrados', ',', 'insobornables', 'y', 'creemos', 'que', 'necesarios', '»', '@rubenjuans', '@UPyD', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ycm1Nb16kS'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
