text_tokens;tags;polarities
['El', 'local', 'estaba', 'lleno', 'de', 'turistas', '.'];[0, 1, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1]
['Excelente', 'comida', 'casera', 'que', 'me', 'recuerda', 'la', 'comida', 'de', 'mi', 'madre', '.', 'han', 'realizado', 'una', 'gran', 'reforma', 'para', 'satisfacer', 'a', 'sus', 'clientes', '¨', 'gracias'];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Lo', 'recomiendo', ',', 'un', 'lugar', 'en', 'el', 'que', 'disfrutar', 'de', 'comida', 'casera', 'ó', 'también', 'de', 'una', 'buena', 'chuleta', 'de', 'ternera', 'a', 'la', 'piedra', 'dentro', 'de', 'unos', 'precios', 'asequibles', ',', 'para', 'los', 'que', 'os', 'gusten', 'los', 'buenos', 'vinos', ',', 'tenéis', 'una', 'gran', 'variedad', 'de', 'ellos', 'con', 'los', 'que', 'acompañar', 'una', 'buena', 'comida', ',', 'en', 'cuanto', 'a', 'las', 'personas', 'que', 'lo', 'atienden', ',', 'Ana', 'la', 'propietaria', 'se', 'encarga', 'de', 'hacerte', 'cómoda', 'tu', 'estancia', 'y', 'su', 'madre', 'en', 'la', 'cocina', 'una', 'excelente', 'cocinera', 'y', 'un', 'encanto', 'de', 'mujer', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Hemos', 'comido', 'el', 'menú', 'a', 'la', 'brasa', 'precio', 'calidad', 'bien', ',', 'los', 'cayos', 'que', 'hemos', 'probado', 'de', '10', '.'];[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[-1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Buen', 'sitio', 'para', 'repetir'];[0, 1, 0, 0];[-1, 1, -1, -1]
['comimos', 'el', 'domingo', '20', 'de', 'octubre', 'y', 'tenemos', 'que', 'decir', 'que', 'estuvo', 'genial', ',', 'probamos', 'una', 'ensalada', 'con', 'bonito', 'escabechado', 'de', 'la', 'casa', 'muy', 'bueno', ',', 'las', 'carnes', 'muy', 'bien', 'elaboradas', ',', 'los', 'postres', 'casi', 'sobraban', ',', 'pero', 'había', 'que', 'hacer', 'un', 'esfuerzo', 'que', 'mereció', 'la', 'pena', 'y', 'bastantes', 'vinos', 'para', 'poder', 'elegir', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Tuvimos', 'que', 'esperar', 'un', 'poco', 'para', 'sentarnos', ',', 'pero', 'la', 'comida', 'muy', 'buena', ',', 'merece', 'la', 'pena', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['Excelente', 'la', 'atención', 'de', 'todo', 'el', 'personal', ',', 'la', 'comida', 'ni', 'hablar', 'toda', 'muy', 'buena', 'sobre', 'todo', 'el', 'ternasco', 'a', 'la', 'brasa', 'uff', 'todavíalo', 'saboreo', ',', 'muy', 'buena', 'cantidad', 'para', 'el', 'que', 'es', 'comelón', ',', 'un', 'poco', 'apartado', 'del', 'centro', ',', 'pero', 'por', 'lo', 'demás', 'lo', 'sabroso', 'hace', 'olvidar', 'lo', 'apartado', ',', 'de', 'verdad', 'es', 'muy', 'bueno', ',', 'lo', 'recomiendo', 'a', 'todo', 'aquel', 'de', 'buen', 'paladar', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Fuimos', '7', 'personas', 'con', 'un', 'niño', 'tanto', 'el', 'trato', 'con', 'la', 'comida', 'fue', 'muy', 'buenaLo', 'recomiendo'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['La', 'cena', 'estuvo', 'muy', 'bien', '.'];[0, 1, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1]
['La', 'ensalada', ',', 'los', 'entrantes', 'fritos', ',', 'el', 'queso', ',', 'fenomenal', '.'];[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Como', '2º', 'plato', 'yo', 'elegí', 'churrasco', ',', 'que', 'estaba', 'sensacional', ',', 'y', 'con', 'patatas', 'fritas', 'caseras', '(', 'no', 'congeladas', ').'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Los', 'postres', 'también', 'muy', 'buenos', ',', 'unos', 'chupitos', 'al', 'final', ',', 'cafés', 'y', 'todo', 'por', '20', '€', 'por', 'persona', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Los', 'comentarios', 'fueron', 'favorables', 'hacia', 'todo', ',', 'excepto', 'el', 'vino', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
['Hay', 'vinos', 'jóvenes', 'muy', 'buenos', 'de', 'Cariñena', 'por', 'menos', 'de', '2', '€', 'la', 'botella', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'estupendo', 'y', 'la', 'cena', 'muy', 'bien', 'también', '.'];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['Hace', 'una', 'semana', 'fuimos', 'por', 'primera', 'vez', 'al', 'Candelas', ',', 'fue', 'su', 'menú', 'de', 'brasa', 'el', 'que', 'probamos', 'y', 'salvo', 'el', 'vino', 'que', 'gano', 'mucho', 'al', 'convertirlo', 'en', 'tinto', 'de', 'verano', ',', 'la', 'cena', 'fue', 'satisfactoria', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'recomendable', 'y', 'excelente', 'trato', 'de', 'la', 'Jefa', 'de', 'Sala', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]
['Vuelta', 'de', 'vacaciones', 'y', 'parece', 'oportuno', 'volver', 'por', 'donde', 'acabamos', ',', 'si', 'el', 'último', 'fue', 'una', 'buena', 'experiencia', '.', 'Excelente', 'opción', 'tanto', 'en', 'su', 'menú', 'a', 'la', 'brasa', ',', 'como', 'sobre', 'todo', 'ese', 'menú', 'veraniego', 'de', 'arroz', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Hoy', 'es', 'la', 'segunda', 'vez', 'que', 'lo', 'probamos', 'y', 'muy', 'satisfecho', 'de', 'los', 'tres', 'arroces', 'servidos', ',', 'el', 'negro', ',', 'el', 'de', 'callos', 'y', 'el', 'novedoso', 'de', 'rebozuelo', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Magnífica', 'la', 'atención', 'de', 'Ana', 'y', 'hoy', 'la', 'guinda', 'fue', 'un', 'carajillo', 'de', 'ron', ',', 'como', 'debe', 'ser', ',', 'obra', 'de', 'una', 'buena', 'camarera', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Espero', 'que', 'no', 'se', 'olvide', 'con', 'el', 'fin', 'de', 'verano', ',', 'un', 'menú', 'muy', 'ajustado', 'y', 'sabroso', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['Excelente', 'trabajo', 'en', 'la', 'cocina', ',', 'a', 'un', 'precio', 'muy', 'interesante', '.'];[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0];[-1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1]
['Trato', 'exquisito', ',', 'comida', 'sabrosa', ',', 'en', 'un', 'ambiente', 'sin', 'lujos', 'pero', 'con', 'una', 'relación', 'calidad', 'precio', 'casi', 'imposible', 'de', 'encontrar', 'en', 'Zaragoza', '.'];[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Ana', 'un', 'lujo', 'como', 'jefa', 'de', 'sala', ',', 'Eduardo', 'Orús', 'un', 'toque', 'especial', 'en', 'los', 'fogones', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Ingeniosos', 'menús', 'degustación', 'que', 'van', 'cambiando', 'con', 'acierto', '.'];[0, 1, 1, 0, 0, 0, 0, 0, 0];[-1, 1, 1, -1, -1, -1, -1, -1, -1]
['Definitivamente', 'un', 'lugar', 'para', 'tener', 'en', 'cuenta', 'cada', 'semana', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['La', 'atención', 'ha', 'sido', 'buena', ',', 'la', 'comida', 'aceptable', ',', 'pero', 'mi', 'queja', 'es', 'con', 'la', 'reserva', ',', 'por', 'internet', ',', 'sino', 'me', 'hubiera', 'presentado', 'personalmente', 'hubiera', 'tenido', 'un', 'chasco', '.'];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'comida', ',', 'muy', 'buena', '.'];[0, 1, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1]
['El', 'trato', 'amable', ',', 'y', 'el', 'servicio', 'rápido', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1]
['Por', 'ponerle', 'una', 'pega', ',', 'el', 'excesivo', 'ruido', ',', 'había', 'mucha', 'gente', 'y', 'en', 'la', 'sala', 'resuena', 'mucho', 'y', 'casi', 'no', 'podíamos', 'escucharnos', '.'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Escriba', 'aquí', 'su', 'comentario', ':', 'Muy', 'buen', 'restaurante', 'en', 'relación', 'calidad', '/', 'precio', 'y', 'cantidad', ',', 'los', 'callos', 'insuperables', ',', 'personal', 'muy', 'atento', 'y', 'agradable', '.'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Buena', 'comida', ',', 'sobretodo', 'los', 'callos', ',', 'recomendable', '.'];[0, 1, 0, 0, 0, 1, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'amable', 'todo', 'el', 'personal', ',', 'limpio', 'y', 'la', 'comida', 'muy', 'buena', 'y', 'con', 'varios', 'menus', 'para', 'elegir', 'junto', 'con', 'la', 'carta', '.'];[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Buena', 'cocina', ',', 'ambiente', 'tranquilo', 'y', 'servicio', 'esmerado', '.'];[0, 1, 0, 1, 0, 0, 1, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1]
['Como', 'Siempre', 'fantastico', ',', 'Gran', 'Servicio', ',', 'calidad', 'extrema', 'y', 'precio', 'en', 'concordacia', '.'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['Buen', 'trato', 'y', 'buena', 'comida'];[0, 1, 0, 0, 1];[-1, 1, -1, -1, -1]
['Hola', ',', 'fuimos', 'ayer', 'dia', '12', '-', '08', '-', '2011', ',', 'y', 'realmente', 'los', 'platos', 'son', 'exquisitos', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]
['Sinceramente', ',', 'buenisimo', ',', 'sobretodo', 'el', 'solomillo', 'con', 'vino', 'tinto', 'buenisimo', ',', 'el', 'mejor', 'que', 'he', 'probado', 'y', 'personal', 'muy', 'amable', '.'];[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Se', 'está', 'muy', 'a', 'gusto', ',', 'mi', 'restaurante', 'preferido', 'de', 'barcelona', '.'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]
['Los', 'precios', 'un', 'poco', 'altos', ',', 'pero', 'compensa', 'con', 'la', 'buena', 'calidad', 'del', 'producto', 'y', 'la', 'profesionalidad', 'de', 'todo', 'el', 'personal', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['Me', 'ha', 'causado', 'una', 'gratisima', 'impresión', ',', 'tanto', 'en', 'la', 'calidad', 'de', 'sus', 'productos', 'como', 'en', 'el', 'exquisito', 'trato', 'de', 'su', 'personal', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Calidad', 'y', 'servicio', 'muy', 'correctos', '.'];[0, 0, 1, 0, 0, 0];[-1, -1, 1, -1, -1, -1]
['Un', 'buen', 'restaurante', 'dentro', 'de', 'la', 'gama', 'media', '/', 'alta', 'de', 'Barcelona'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Un', 'restaurante', 'muy', 'tranquilo', 'y', 'perfecto', 'para', 'ocasiones', 'especiales', 'con', 'la', 'familia', ',', 'etc', '...'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Un', 'carta', 'amplia', 'y', 'con', 'mucha', 'variedad', '.'];[0, 1, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'es', 'atento', 'y', 'rápido', ',', 'sin', 'ser', 'en', 'ningún', 'momento', 'agobiante', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'calidad', 'de', 'la', 'comida', 'no', 'corresponde', 'al', 'precio', ',', 'además', 'las', 'mesas', 'estan', 'demasiado', 'juntas', 'y', 'oyes', 'sin', 'quere', 'todas', 'las', 'conversaciones', 'de', 'alrededor', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'buena', 'calidad', 'de', 'alimentos', 'y', 'muy', 'bien', 'cocinados', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['Servicio', 'rápido', ',', 'muy', 'amables', '.'];[1, 0, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1]
['Debe', 'ser', 'un', 'sitio', 'de', 'referencia', 'siempre', '.'];[0, 1, 0, 1, 1, 0, 0, 0];[-1, -1, -1, 1, -1, -1, -1, -1]
['La', 'xatonada', 'y', 'las', 'croquetas', 'una', 'delicia', '.'];[0, 1, 0, 1, 1, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1]
['De', 'segundo', 'recomiendo', 'las', 'gambas', 'sobretodo', 'si', 'te', 'invitan', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['Buen', 'servicio', 'y', 'buen', 'ambiente', '.'];[0, 1, 0, 0, 1, 0];[-1, 1, -1, -1, -1, -1]
['Siempre', 'vamos', 'cuando', 'no', 'sabemos', 'adonde', 'ir', 'para', 'cenar', ',', 'la', 'comida', 'esta', 'bien', 'y', 'el', 'precio', 'en', 'comparacion', 'vale', 'la', 'pena', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'y', 'el', 'trato', 'son', 'sin', 'duda', 'uno', 'de', 'los', 'mejores', 'de', 'BCN', ',', 'y', 'eso', 'que', 'he', 'probado', 'muchos', 'restaurantes', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'corte', 'del', 'jamon', 'en', 'lonchas', 'mas', 'finas', '!'];[0, 1, 1, 1, 0, 0, 0, 0, 0];[-1, 0, 0, 0, -1, -1, -1, -1, -1]
"['Impecable', ',', 'calidad', 'extraordinaria', 'en', 'cuanto', 'al', 'producto', ',', 'la', 'presentación', 'y', 'el', '""""', 'punto', '"""".']";[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'lustroso', ',', 'impecable', ',', 'elegante', '.'];[0, 1, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1]
['Cocina', 'catalana', 'y', 'de', 'mercado', ',', 'basada', 'en', 'una', 'óptima', 'calidad', 'del', 'producto', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]
['Este', 'restaurante', 'goza', 'de', 'una', 'homogeneidad', 'envidiable', '.'];[0, 1, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1]
['El', 'ambiente', ',', 'la', 'comida', ',', 'el', 'óptimo', 'servicio', 'y', 'la', 'magnífica', 'relación', 'calidad', '/', 'precio', '.'];[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'caro', 'por', 'la', 'comida', 'que', 'ofrecen', ',', 'he', 'comido', 'igual', 'o', 'mejor', 'en', 'La', 'Flauta', ',', 'El', 'Asador', 'de', 'Aranda', ',', 'etc', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Un', 'restaurante', 'al', 'que', 'no', 'pienso', 'volver', '.'];[0, 1, 0, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1]
['Nada', 'que', 'objetar', 'a', 'la', 'comida', ',', 'ni', 'a', 'la', 'decoración', ',', 'pero', 'quiero', 'dejar', 'constancia', 'que', 'el', 'servicio', 'no', 'está', 'a', 'la', 'altura', 'de', 'lo', 'que', 'se', 'merecería', 'el', 'restaurante', '.'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'local', 'muy', 'bien', ',', 'la', 'calidad', 'de', 'la', 'comida', 'muy', 'buena', ',', 'servicio', 'bueno', ',', 'pero', 'la', 'presentación', 'de', 'los', 'platos', ',', 'ya', 'que', 'se', 'lo', 'cobra', ',', 'deja', 'mucho', 'que', 'desear', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Otro', 'detalle', 'de', 'mal', 'gusto', 'es', 'que', 'los', 'entretenimientos', 'que', 'ponen', 'al', 'principio', 'te', 'los', 'cobran', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'producto', 'siempre', 'es', 'de', 'primera', 'y', 'de', 'una', 'homogeneidad', 'envidiable', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
"['Su', 'selección', 'de', '""""', 'para', 'picar', '""""', 'es', 'destacable', ':', 'óptimos', 'calamares', 'a', 'la', 'romana', 'y', 'fantásticos', 'boquerones', 'frescos', 'y', 'rebozados', '.']";[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1]
